order_id,user_id,age,city,order_time,day_type,cuisine,meal_type,restaurant_type,order_value,discount_applied,delivery_fee,time_taken_to_order,rating_given,is_repeat_order,mood,hunger_level,company,rainy_weather
17532,3724,20,Pune,Afternoon,Weekday,Biryani,Breakfast,Budget,309,No,66,13,1,No,Celebrating,Low,Friends,Yes
17533,2143,44,Delhi,Morning,Weekday,South Indian,Lunch,Premium,210,Yes,86,1,3,Yes,Happy,High,Friends,No
17534,3598,30,Chandigarh,Morning,Weekend,Desserts,Snacks,Premium,475,Yes,25,10,1,Yes,Stressed,High,Friends,Yes
17535,1026,29,Delhi,Evening,Weekend,Biryani,Lunch,Mid-range,143,Yes,78,7,3,No,Stressed,Medium,Partner,Yes
17536,2393,44,Pune,Evening,Weekend,Biryani,Lunch,Mid-range,556,No,70,9,1,No,Celebrating,High,Alone,No
17537,1595,19,Delhi,Evening,Weekday,Chinese,Breakfast,Budget,550,No,71,13,1,No,Happy,Medium,Partner,Yes
17538,3336,18,Delhi,Morning,Weekday,Fast Food,Breakfast,Mid-range,321,Yes,41,7,3,Yes,Stressed,Medium,Family,No
17539,4337,34,Mumbai,Morning,Weekday,Chinese,Lunch,Premium,105,No,78,6,2,No,Lazy,Medium,Alone,No
17540,2049,27,Bangalore,Night,Weekend,Chinese,Lunch,Mid-range,547,No,66,2,3,No,Lazy,Low,Family,No
17541,3683,42,Bangalore,Night,Weekend,South Indian,Breakfast,Premium,701,Yes,83,8,4,Yes,Celebrating,Low,Alone,No
17542,3699,42,Hyderabad,Afternoon,Weekend,Desserts,Dinner,Budget,201,No,94,8,3,No,Lazy,High,Friends,No
17543,1413,35,Mumbai,Afternoon,Weekday,Chinese,Snacks,Budget,220,Yes,83,6,2,Yes,Celebrating,Low,Family,Yes
17544,4527,25,Bangalore,Morning,Weekend,North Indian,Dinner,Budget,527,Yes,37,6,4,No,Lazy,Medium,Friends,No
17545,2657,43,Hyderabad,Morning,Weekday,Fast Food,Dinner,Mid-range,305,No,81,14,3,No,Happy,Low,Alone,No
17546,3805,42,Pune,Morning,Weekday,South Indian,Snacks,Mid-range,630,No,61,10,5,Yes,Stressed,Low,Partner,No
17547,3169,43,Mumbai,Night,Weekday,North Indian,Lunch,Premium,320,No,62,1,5,Yes,Stressed,High,Partner,No
17548,1032,20,Hyderabad,Morning,Weekend,Biryani,Snacks,Mid-range,260,No,22,4,5,No,Celebrating,Low,Alone,No
17549,1565,40,Mumbai,Night,Weekday,Fast Food,Breakfast,Premium,306,Yes,57,5,3,Yes,Lazy,Low,Partner,No
17550,2308,37,Chandigarh,Night,Weekday,North Indian,Snacks,Premium,734,No,53,10,3,No,Lazy,High,Alone,Yes
17551,4515,30,Pune,Afternoon,Weekend,Fast Food,Lunch,Premium,320,No,50,4,1,Yes,Lazy,Medium,Friends,No
17552,3665,38,Delhi,Night,Weekday,Chinese,Dinner,Mid-range,932,No,22,8,5,No,Happy,Low,Alone,Yes
17553,1078,28,Pune,Evening,Weekday,Biryani,Lunch,Premium,911,No,63,6,1,Yes,Happy,Medium,Family,No
17554,3257,33,Chandigarh,Evening,Weekday,Desserts,Lunch,Mid-range,158,Yes,55,1,5,Yes,Happy,High,Alone,No
17555,1038,38,Pune,Night,Weekday,Desserts,Dinner,Budget,855,No,53,6,3,No,Celebrating,High,Family,Yes
17556,2544,25,Delhi,Evening,Weekday,Desserts,Snacks,Premium,723,No,78,14,2,Yes,Stressed,High,Partner,No
17557,2305,21,Mumbai,Morning,Weekend,Fast Food,Lunch,Mid-range,112,No,98,4,1,Yes,Stressed,Low,Partner,Yes
17558,4775,37,Delhi,Afternoon,Weekend,Biryani,Breakfast,Budget,494,No,60,14,3,No,Celebrating,Medium,Friends,Yes
17559,3114,40,Chandigarh,Evening,Weekend,Biryani,Snacks,Mid-range,238,No,60,13,4,Yes,Lazy,High,Partner,No
17560,1985,18,Mumbai,Afternoon,Weekday,North Indian,Snacks,Mid-range,390,No,52,8,4,Yes,Celebrating,Low,Alone,No
17561,4344,22,Chandigarh,Afternoon,Weekend,South Indian,Breakfast,Budget,579,Yes,75,2,4,No,Celebrating,Low,Alone,No
17562,4048,41,Bangalore,Evening,Weekday,Chinese,Snacks,Mid-range,864,No,58,13,3,Yes,Celebrating,Low,Alone,No
17563,2588,43,Chandigarh,Afternoon,Weekend,South Indian,Lunch,Premium,692,Yes,93,9,4,Yes,Lazy,Low,Alone,No
17564,3850,40,Hyderabad,Night,Weekend,South Indian,Lunch,Mid-range,706,Yes,24,8,1,No,Happy,High,Family,Yes
17565,1943,39,Hyderabad,Morning,Weekday,Biryani,Dinner,Budget,533,No,22,2,3,Yes,Celebrating,Low,Friends,No
17566,1710,40,Hyderabad,Night,Weekday,Desserts,Breakfast,Premium,262,Yes,30,11,3,No,Celebrating,High,Alone,Yes
17567,2990,41,Delhi,Afternoon,Weekday,Biryani,Snacks,Mid-range,568,No,58,2,5,Yes,Stressed,Medium,Alone,No
17568,4585,37,Pune,Evening,Weekday,South Indian,Lunch,Mid-range,559,Yes,45,7,1,No,Stressed,High,Family,No
17569,1530,18,Delhi,Evening,Weekend,Biryani,Dinner,Budget,546,Yes,32,1,3,Yes,Stressed,Medium,Partner,Yes
17570,3581,30,Hyderabad,Afternoon,Weekday,Biryani,Breakfast,Budget,659,Yes,95,11,2,No,Lazy,Medium,Alone,No
17571,4240,28,Bangalore,Afternoon,Weekday,South Indian,Breakfast,Mid-range,717,No,72,6,2,Yes,Celebrating,High,Partner,No
17572,3303,31,Delhi,Morning,Weekend,Desserts,Lunch,Premium,257,No,27,12,4,Yes,Stressed,High,Family,No
17573,2864,37,Delhi,Night,Weekend,Fast Food,Breakfast,Mid-range,340,No,40,14,3,Yes,Celebrating,Medium,Alone,No
17574,4516,21,Pune,Night,Weekend,Chinese,Breakfast,Mid-range,394,Yes,47,6,1,No,Stressed,Low,Alone,Yes
17575,1066,19,Pune,Afternoon,Weekend,Fast Food,Breakfast,Budget,896,Yes,21,2,5,No,Celebrating,High,Partner,No
17576,4796,18,Pune,Night,Weekday,North Indian,Snacks,Premium,501,Yes,63,5,4,No,Celebrating,Medium,Partner,Yes
17577,4113,27,Chandigarh,Morning,Weekend,South Indian,Dinner,Budget,795,No,56,7,3,No,Lazy,Low,Partner,No
17578,1983,29,Pune,Morning,Weekday,Biryani,Dinner,Budget,231,No,21,8,4,No,Lazy,Low,Alone,No
17579,3808,42,Delhi,Afternoon,Weekend,South Indian,Lunch,Mid-range,443,Yes,69,8,5,Yes,Stressed,Medium,Partner,Yes
17580,4614,36,Delhi,Morning,Weekend,Chinese,Lunch,Mid-range,679,No,57,10,3,Yes,Happy,Medium,Alone,Yes
17581,3213,44,Mumbai,Night,Weekday,Desserts,Dinner,Mid-range,630,No,34,7,2,Yes,Lazy,Medium,Friends,Yes
17582,1501,29,Hyderabad,Afternoon,Weekday,Chinese,Dinner,Budget,583,Yes,38,10,1,No,Lazy,Medium,Family,No
17583,2136,44,Mumbai,Evening,Weekday,Biryani,Snacks,Budget,907,Yes,64,14,1,Yes,Celebrating,Low,Alone,Yes
17584,3058,33,Chandigarh,Evening,Weekday,Desserts,Snacks,Mid-range,963,No,53,2,2,No,Happy,Medium,Friends,Yes
17585,4987,42,Hyderabad,Afternoon,Weekday,Chinese,Breakfast,Mid-range,179,Yes,82,4,5,Yes,Happy,Low,Partner,No
17586,2424,37,Pune,Morning,Weekend,Biryani,Lunch,Premium,339,Yes,57,1,3,Yes,Stressed,Low,Partner,No
17587,4999,26,Chandigarh,Morning,Weekday,Chinese,Dinner,Premium,707,No,43,7,5,Yes,Lazy,Low,Friends,Yes
17588,2929,36,Chandigarh,Night,Weekday,Desserts,Dinner,Budget,587,Yes,28,4,1,No,Celebrating,Medium,Friends,Yes
17589,4241,26,Bangalore,Evening,Weekend,South Indian,Breakfast,Budget,576,Yes,58,11,3,No,Lazy,High,Alone,Yes
17590,1683,21,Mumbai,Night,Weekend,Chinese,Lunch,Budget,711,No,83,7,4,No,Lazy,Medium,Partner,Yes
17591,3038,21,Pune,Evening,Weekday,Chinese,Lunch,Budget,701,No,30,3,1,Yes,Stressed,Medium,Alone,No
17592,3694,23,Mumbai,Night,Weekend,Biryani,Dinner,Mid-range,290,Yes,80,1,5,No,Happy,Medium,Partner,No
17593,2827,30,Delhi,Evening,Weekend,Desserts,Lunch,Budget,301,Yes,85,7,2,No,Happy,Medium,Friends,No
17594,2447,37,Chandigarh,Evening,Weekday,Fast Food,Lunch,Budget,276,No,42,8,4,No,Stressed,High,Partner,No
17595,4258,42,Chandigarh,Night,Weekend,Fast Food,Snacks,Budget,153,No,26,7,4,Yes,Lazy,High,Partner,Yes
17596,4458,41,Hyderabad,Evening,Weekday,Desserts,Breakfast,Budget,401,No,83,10,4,No,Stressed,High,Alone,Yes
17597,2634,44,Mumbai,Morning,Weekday,Chinese,Dinner,Mid-range,897,Yes,82,9,2,Yes,Celebrating,High,Alone,No
17598,3250,22,Delhi,Morning,Weekend,South Indian,Lunch,Mid-range,273,No,84,14,3,Yes,Stressed,Low,Alone,Yes
17599,3289,43,Delhi,Morning,Weekday,Desserts,Breakfast,Mid-range,314,Yes,69,10,2,No,Happy,Medium,Family,Yes
17600,3313,28,Hyderabad,Evening,Weekday,North Indian,Snacks,Premium,440,Yes,41,7,4,No,Celebrating,Medium,Friends,No
17601,1185,29,Hyderabad,Afternoon,Weekday,Fast Food,Breakfast,Budget,626,Yes,53,7,1,No,Celebrating,Medium,Partner,No
17602,2530,44,Hyderabad,Night,Weekday,South Indian,Breakfast,Mid-range,711,Yes,61,9,3,Yes,Happy,High,Alone,No
17603,2852,35,Bangalore,Afternoon,Weekday,Biryani,Breakfast,Premium,354,Yes,83,13,5,Yes,Celebrating,High,Alone,No
17604,4216,34,Chandigarh,Afternoon,Weekend,Biryani,Snacks,Budget,468,Yes,84,12,4,No,Happy,High,Family,Yes
17605,2541,30,Chandigarh,Evening,Weekday,Desserts,Dinner,Mid-range,916,No,96,1,5,No,Stressed,Medium,Alone,No
17606,1435,36,Chandigarh,Night,Weekend,North Indian,Snacks,Budget,469,No,46,4,1,Yes,Stressed,High,Family,Yes
17607,3729,21,Chandigarh,Evening,Weekend,Desserts,Lunch,Budget,511,No,63,13,3,Yes,Lazy,High,Family,Yes
17608,2446,36,Hyderabad,Night,Weekend,Biryani,Snacks,Mid-range,603,No,94,9,1,Yes,Happy,High,Partner,Yes
17609,4964,38,Bangalore,Night,Weekday,Biryani,Dinner,Mid-range,162,Yes,35,7,1,Yes,Happy,Medium,Friends,Yes
17610,3398,42,Hyderabad,Evening,Weekend,North Indian,Dinner,Budget,713,Yes,65,1,4,Yes,Happy,Low,Friends,No
17611,2817,26,Mumbai,Night,Weekday,Desserts,Breakfast,Budget,809,Yes,31,1,4,Yes,Stressed,Low,Family,No
17612,4077,33,Mumbai,Night,Weekend,North Indian,Snacks,Mid-range,397,Yes,95,11,5,Yes,Stressed,Low,Friends,No
17613,2611,38,Mumbai,Evening,Weekend,Desserts,Breakfast,Budget,616,Yes,78,5,1,Yes,Stressed,High,Family,Yes
17614,4674,43,Mumbai,Afternoon,Weekend,Biryani,Snacks,Mid-range,243,Yes,87,12,3,No,Stressed,High,Partner,Yes
17615,3101,20,Hyderabad,Evening,Weekend,South Indian,Snacks,Budget,706,Yes,68,5,4,Yes,Celebrating,Medium,Alone,Yes
17616,1360,30,Chandigarh,Afternoon,Weekend,North Indian,Dinner,Budget,869,Yes,41,5,4,No,Lazy,Medium,Family,Yes
17617,4410,39,Delhi,Afternoon,Weekend,North Indian,Snacks,Budget,956,Yes,48,13,2,No,Happy,High,Partner,Yes
17618,4785,22,Pune,Afternoon,Weekend,South Indian,Snacks,Mid-range,561,No,47,11,1,Yes,Happy,Low,Alone,Yes
17619,3100,31,Hyderabad,Afternoon,Weekday,Fast Food,Dinner,Premium,567,Yes,67,12,3,Yes,Stressed,High,Alone,No
17620,4809,26,Mumbai,Afternoon,Weekday,Fast Food,Lunch,Premium,743,No,64,7,2,Yes,Celebrating,Low,Alone,Yes
17621,2037,40,Chandigarh,Afternoon,Weekend,Fast Food,Lunch,Mid-range,799,No,47,5,1,No,Happy,Medium,Family,Yes
17622,2356,30,Delhi,Evening,Weekend,Fast Food,Breakfast,Premium,638,No,74,4,2,No,Lazy,High,Family,No
17623,4032,40,Mumbai,Afternoon,Weekday,Chinese,Breakfast,Premium,353,No,99,12,5,No,Lazy,Low,Friends,No
17624,4497,44,Delhi,Evening,Weekend,Biryani,Lunch,Mid-range,971,No,58,1,5,Yes,Lazy,High,Alone,Yes
17625,2515,32,Bangalore,Morning,Weekend,North Indian,Lunch,Mid-range,155,No,58,11,5,No,Stressed,Medium,Friends,Yes
17626,2393,22,Hyderabad,Evening,Weekday,Desserts,Snacks,Mid-range,405,No,49,5,1,Yes,Celebrating,High,Alone,Yes
17627,3905,37,Delhi,Afternoon,Weekend,Biryani,Lunch,Premium,575,No,34,6,3,Yes,Celebrating,Low,Partner,No
17628,2783,24,Pune,Morning,Weekend,North Indian,Dinner,Budget,550,No,49,13,4,Yes,Celebrating,High,Friends,No
17629,2476,21,Hyderabad,Afternoon,Weekend,Biryani,Lunch,Mid-range,801,No,44,12,3,Yes,Happy,Low,Partner,Yes
17630,1550,18,Pune,Evening,Weekend,South Indian,Lunch,Budget,360,Yes,77,14,5,No,Celebrating,Low,Friends,No
17631,1721,40,Mumbai,Night,Weekend,Fast Food,Lunch,Mid-range,692,Yes,76,4,5,No,Happy,Low,Family,Yes
17632,2560,33,Mumbai,Evening,Weekday,Chinese,Snacks,Mid-range,839,Yes,47,12,4,No,Happy,Medium,Partner,No
17633,2736,24,Chandigarh,Morning,Weekend,North Indian,Lunch,Premium,837,Yes,44,1,4,No,Stressed,High,Friends,No
17634,1962,18,Bangalore,Morning,Weekend,Chinese,Snacks,Mid-range,303,No,35,12,3,No,Happy,Medium,Partner,No
17635,2102,30,Chandigarh,Afternoon,Weekend,Desserts,Dinner,Mid-range,655,Yes,68,11,2,No,Stressed,High,Friends,Yes
17636,3798,24,Chandigarh,Night,Weekday,Desserts,Dinner,Budget,447,No,48,6,1,No,Lazy,Low,Partner,No
17637,3629,36,Delhi,Afternoon,Weekend,Chinese,Breakfast,Premium,356,Yes,74,6,3,Yes,Celebrating,Low,Family,Yes
17638,2842,34,Pune,Morning,Weekend,Desserts,Breakfast,Mid-range,137,No,99,11,4,No,Happy,High,Friends,No
17639,3019,42,Delhi,Afternoon,Weekday,North Indian,Breakfast,Budget,447,No,83,6,5,No,Lazy,High,Family,Yes
17640,3150,40,Chandigarh,Night,Weekday,Fast Food,Snacks,Premium,919,Yes,24,3,4,No,Stressed,Medium,Partner,Yes
17641,4054,35,Bangalore,Afternoon,Weekday,North Indian,Snacks,Mid-range,114,Yes,86,2,2,Yes,Celebrating,Low,Alone,No
17642,2766,28,Mumbai,Night,Weekend,Biryani,Dinner,Mid-range,928,Yes,25,11,1,No,Celebrating,Medium,Partner,No
17643,1827,35,Chandigarh,Morning,Weekend,Desserts,Lunch,Budget,765,No,81,4,4,Yes,Lazy,Medium,Family,No
17644,3733,18,Bangalore,Night,Weekend,South Indian,Lunch,Premium,356,Yes,62,11,3,Yes,Happy,High,Partner,Yes
17645,4261,27,Chandigarh,Evening,Weekday,South Indian,Dinner,Budget,727,No,22,10,5,Yes,Celebrating,Low,Friends,No
17646,2400,19,Mumbai,Morning,Weekday,South Indian,Snacks,Mid-range,188,Yes,63,3,2,Yes,Lazy,Medium,Family,Yes
17647,1422,29,Hyderabad,Evening,Weekday,Biryani,Dinner,Premium,394,Yes,69,6,4,No,Stressed,Medium,Partner,Yes
17648,4720,27,Hyderabad,Afternoon,Weekday,Chinese,Dinner,Budget,370,No,99,9,2,Yes,Lazy,High,Alone,No
17649,3824,21,Mumbai,Afternoon,Weekday,Fast Food,Dinner,Mid-range,626,Yes,79,14,5,No,Stressed,Medium,Alone,Yes
17650,3904,22,Hyderabad,Night,Weekend,Desserts,Dinner,Budget,763,Yes,80,1,4,Yes,Stressed,Low,Partner,Yes
17651,4322,44,Pune,Night,Weekend,Desserts,Snacks,Budget,393,Yes,80,6,5,Yes,Celebrating,Low,Friends,Yes
17652,3125,26,Chandigarh,Evening,Weekend,South Indian,Dinner,Mid-range,855,No,84,9,4,Yes,Stressed,Medium,Friends,No
17653,2693,39,Pune,Morning,Weekday,Biryani,Breakfast,Budget,543,Yes,20,14,3,No,Happy,Medium,Friends,No
17654,1425,43,Bangalore,Evening,Weekend,Biryani,Snacks,Premium,176,No,23,3,5,No,Happy,Medium,Alone,No
17655,2676,23,Delhi,Morning,Weekday,North Indian,Lunch,Budget,878,Yes,57,6,3,No,Celebrating,Medium,Family,Yes
17656,2364,38,Hyderabad,Afternoon,Weekend,Biryani,Snacks,Premium,731,No,48,4,1,Yes,Happy,Low,Partner,Yes
17657,1968,18,Bangalore,Night,Weekday,South Indian,Breakfast,Budget,107,No,44,14,2,Yes,Stressed,High,Partner,No
17658,3536,30,Mumbai,Afternoon,Weekend,Biryani,Snacks,Mid-range,199,No,97,9,1,Yes,Happy,High,Friends,Yes
17659,1453,18,Hyderabad,Afternoon,Weekend,South Indian,Lunch,Mid-range,212,Yes,54,6,1,No,Happy,Low,Partner,Yes
17660,2924,24,Hyderabad,Morning,Weekend,Chinese,Lunch,Premium,572,Yes,79,10,3,Yes,Stressed,High,Partner,Yes
17661,2285,35,Pune,Afternoon,Weekend,North Indian,Lunch,Premium,788,Yes,55,6,5,No,Lazy,High,Alone,No
17662,2170,21,Hyderabad,Night,Weekday,Biryani,Lunch,Mid-range,370,No,48,10,5,Yes,Stressed,Medium,Partner,Yes
17663,1776,36,Mumbai,Afternoon,Weekday,Desserts,Lunch,Mid-range,536,No,89,12,4,No,Happy,Low,Alone,Yes
17664,1942,38,Pune,Morning,Weekend,Biryani,Snacks,Mid-range,527,No,69,9,2,Yes,Lazy,High,Family,Yes
17665,4755,40,Hyderabad,Afternoon,Weekend,Fast Food,Snacks,Mid-range,757,Yes,37,12,3,Yes,Lazy,Low,Alone,No
17666,4008,43,Pune,Morning,Weekend,South Indian,Breakfast,Mid-range,549,No,33,3,5,No,Celebrating,Medium,Partner,Yes
17667,2736,42,Hyderabad,Morning,Weekend,Biryani,Breakfast,Premium,195,Yes,35,1,5,No,Happy,Medium,Alone,Yes
17668,2348,20,Pune,Night,Weekday,Biryani,Breakfast,Premium,327,No,20,13,5,Yes,Lazy,High,Partner,No
17669,1293,36,Delhi,Evening,Weekend,North Indian,Breakfast,Mid-range,361,No,91,10,4,No,Happy,Low,Partner,No
17670,2342,25,Delhi,Night,Weekday,Desserts,Dinner,Premium,586,No,66,11,2,Yes,Stressed,Low,Friends,No
17671,1886,32,Mumbai,Night,Weekday,South Indian,Lunch,Mid-range,497,Yes,41,2,3,No,Lazy,Low,Friends,No
17672,4760,33,Pune,Afternoon,Weekend,South Indian,Lunch,Mid-range,105,No,98,3,4,No,Stressed,Medium,Alone,No
17673,1890,37,Mumbai,Evening,Weekday,South Indian,Snacks,Premium,219,No,72,14,3,No,Happy,Low,Friends,No
17674,3307,34,Bangalore,Night,Weekday,Fast Food,Snacks,Premium,929,Yes,81,13,1,No,Stressed,Medium,Partner,Yes
17675,1661,32,Mumbai,Afternoon,Weekend,Fast Food,Snacks,Budget,419,No,73,10,1,Yes,Happy,Low,Alone,No
17676,4242,27,Bangalore,Night,Weekend,Desserts,Dinner,Mid-range,371,Yes,55,5,5,No,Celebrating,Low,Family,Yes
17677,4825,27,Delhi,Morning,Weekday,South Indian,Dinner,Mid-range,830,No,59,3,5,No,Stressed,Low,Friends,No
17678,1395,36,Pune,Evening,Weekend,North Indian,Lunch,Budget,915,Yes,69,4,1,No,Lazy,High,Partner,No
17679,2637,44,Bangalore,Evening,Weekend,Desserts,Breakfast,Premium,721,Yes,79,10,5,Yes,Celebrating,Medium,Partner,Yes
17680,3648,37,Chandigarh,Afternoon,Weekend,Desserts,Snacks,Mid-range,495,Yes,56,13,4,Yes,Happy,Medium,Friends,Yes
17681,1120,43,Pune,Night,Weekday,Fast Food,Dinner,Premium,996,Yes,90,12,2,No,Stressed,Medium,Friends,No
17682,1146,38,Bangalore,Evening,Weekday,Biryani,Lunch,Premium,468,No,61,1,5,Yes,Lazy,Medium,Friends,No
17683,3481,42,Mumbai,Morning,Weekday,Chinese,Breakfast,Premium,481,Yes,43,1,5,Yes,Lazy,Medium,Alone,Yes
17684,4978,25,Hyderabad,Night,Weekday,South Indian,Breakfast,Premium,713,No,26,2,1,No,Celebrating,Medium,Partner,Yes
17685,4254,31,Bangalore,Evening,Weekday,Chinese,Lunch,Premium,691,Yes,77,13,4,No,Celebrating,Medium,Alone,No
17686,4108,37,Hyderabad,Night,Weekend,Chinese,Breakfast,Budget,868,No,82,9,5,No,Stressed,Low,Alone,Yes
17687,4346,27,Chandigarh,Afternoon,Weekday,Fast Food,Lunch,Premium,891,Yes,64,6,2,Yes,Celebrating,Low,Partner,Yes
17688,4077,35,Pune,Night,Weekday,Biryani,Snacks,Premium,108,No,57,10,5,Yes,Stressed,High,Friends,Yes
17689,2304,28,Hyderabad,Night,Weekend,Biryani,Snacks,Mid-range,973,No,35,8,5,No,Stressed,High,Alone,No
17690,3542,27,Pune,Night,Weekend,Chinese,Snacks,Budget,223,No,61,8,2,No,Lazy,Medium,Alone,Yes
17691,4105,35,Hyderabad,Evening,Weekend,Fast Food,Snacks,Mid-range,466,No,77,1,5,No,Happy,High,Family,No
17692,2188,40,Chandigarh,Afternoon,Weekend,Biryani,Dinner,Mid-range,779,No,88,8,4,No,Happy,Medium,Family,Yes
17693,1065,42,Chandigarh,Afternoon,Weekday,Fast Food,Lunch,Budget,985,Yes,32,13,5,Yes,Happy,Low,Family,No
17694,2379,31,Delhi,Evening,Weekend,Biryani,Breakfast,Mid-range,748,No,99,10,1,Yes,Lazy,High,Family,No
17695,4921,24,Delhi,Afternoon,Weekday,Chinese,Lunch,Premium,889,Yes,92,2,5,No,Happy,Medium,Alone,Yes
17696,2495,42,Chandigarh,Morning,Weekend,North Indian,Snacks,Budget,458,Yes,38,3,1,Yes,Stressed,Medium,Partner,Yes
17697,3760,25,Bangalore,Afternoon,Weekday,Fast Food,Snacks,Premium,890,No,46,3,1,Yes,Celebrating,Medium,Friends,Yes
17698,3392,28,Hyderabad,Night,Weekend,Desserts,Snacks,Mid-range,291,Yes,86,5,4,No,Stressed,Low,Friends,Yes
17699,3716,44,Pune,Afternoon,Weekend,South Indian,Breakfast,Mid-range,351,No,50,4,4,Yes,Lazy,High,Alone,No
17700,4670,35,Chandigarh,Night,Weekend,South Indian,Breakfast,Premium,571,No,96,11,4,No,Stressed,High,Partner,Yes
17701,4280,34,Mumbai,Afternoon,Weekday,South Indian,Lunch,Mid-range,362,Yes,77,13,1,Yes,Lazy,Medium,Partner,No
17702,3850,24,Delhi,Afternoon,Weekday,Desserts,Breakfast,Budget,690,Yes,74,5,5,No,Happy,Medium,Partner,No
17703,1873,18,Bangalore,Morning,Weekday,North Indian,Breakfast,Premium,124,Yes,54,8,1,No,Celebrating,Medium,Alone,No
17704,2193,38,Mumbai,Night,Weekday,North Indian,Snacks,Budget,289,No,62,5,1,Yes,Stressed,Low,Alone,No
17705,4635,23,Delhi,Evening,Weekday,North Indian,Dinner,Premium,987,No,87,14,4,Yes,Stressed,High,Family,Yes
17706,2195,38,Delhi,Morning,Weekend,North Indian,Lunch,Budget,936,No,38,14,1,No,Lazy,Medium,Alone,No
17707,1090,35,Delhi,Morning,Weekday,South Indian,Dinner,Premium,445,Yes,52,5,2,No,Happy,High,Alone,No
17708,3138,24,Delhi,Morning,Weekday,South Indian,Dinner,Budget,799,Yes,83,1,4,No,Stressed,High,Alone,Yes
17709,3905,42,Hyderabad,Morning,Weekend,North Indian,Lunch,Budget,733,No,77,9,3,No,Lazy,Low,Alone,No
17710,3311,21,Chandigarh,Morning,Weekday,Chinese,Snacks,Budget,769,No,45,9,3,Yes,Stressed,Low,Alone,Yes
17711,4368,39,Pune,Night,Weekend,Biryani,Lunch,Premium,837,No,94,14,4,Yes,Celebrating,Medium,Partner,No
17712,3642,44,Mumbai,Morning,Weekend,North Indian,Lunch,Budget,893,No,84,10,3,Yes,Celebrating,Low,Family,No
17713,2558,38,Pune,Night,Weekend,Fast Food,Snacks,Mid-range,635,No,81,7,1,Yes,Lazy,Medium,Friends,Yes
17714,4405,36,Bangalore,Evening,Weekend,Biryani,Snacks,Budget,997,No,73,8,3,Yes,Lazy,High,Alone,No
17715,3926,22,Bangalore,Night,Weekday,North Indian,Dinner,Premium,422,Yes,56,4,5,Yes,Stressed,Medium,Family,Yes
17716,2101,36,Chandigarh,Evening,Weekday,Desserts,Breakfast,Budget,933,Yes,74,6,4,Yes,Lazy,Low,Partner,Yes
17717,1444,33,Pune,Afternoon,Weekend,Fast Food,Lunch,Mid-range,476,Yes,30,6,1,No,Lazy,Medium,Friends,Yes
17718,4251,19,Pune,Morning,Weekday,Chinese,Lunch,Premium,635,No,63,5,4,Yes,Lazy,Medium,Partner,No
17719,3341,21,Chandigarh,Night,Weekday,Chinese,Dinner,Mid-range,775,Yes,60,7,5,No,Stressed,Medium,Family,No
17720,3417,25,Pune,Morning,Weekday,Biryani,Lunch,Premium,777,No,97,6,3,No,Happy,Medium,Alone,No
17721,4939,24,Hyderabad,Morning,Weekend,Fast Food,Lunch,Budget,537,Yes,89,7,2,Yes,Celebrating,High,Friends,No
17722,2530,37,Mumbai,Morning,Weekday,Fast Food,Lunch,Premium,218,No,25,9,4,Yes,Celebrating,High,Partner,Yes
17723,4249,18,Bangalore,Afternoon,Weekend,South Indian,Snacks,Mid-range,275,No,33,3,5,No,Celebrating,Low,Alone,No
17724,1575,30,Mumbai,Afternoon,Weekday,Biryani,Lunch,Budget,934,Yes,20,5,2,Yes,Stressed,Medium,Friends,No
17725,4744,36,Bangalore,Afternoon,Weekend,South Indian,Breakfast,Premium,472,No,97,12,1,No,Celebrating,Low,Partner,Yes
17726,3673,28,Chandigarh,Morning,Weekday,North Indian,Lunch,Budget,445,No,74,2,3,Yes,Lazy,Low,Partner,No
17727,2096,41,Delhi,Morning,Weekday,Fast Food,Lunch,Premium,568,Yes,58,14,1,Yes,Stressed,Low,Friends,No
17728,4198,25,Chandigarh,Afternoon,Weekend,Chinese,Dinner,Budget,190,Yes,21,14,1,No,Celebrating,High,Friends,No
17729,1441,44,Hyderabad,Night,Weekend,Chinese,Breakfast,Mid-range,933,Yes,27,1,2,Yes,Lazy,Medium,Alone,No
17730,3042,24,Mumbai,Afternoon,Weekend,South Indian,Breakfast,Mid-range,978,Yes,51,14,3,Yes,Celebrating,High,Alone,No
17731,2348,32,Chandigarh,Night,Weekend,Fast Food,Snacks,Mid-range,686,No,75,3,4,No,Lazy,High,Partner,Yes
17732,3421,37,Chandigarh,Night,Weekend,Desserts,Snacks,Premium,764,Yes,54,12,1,Yes,Happy,High,Partner,Yes
17733,2382,35,Chandigarh,Morning,Weekend,Fast Food,Lunch,Budget,783,No,86,7,3,No,Happy,High,Family,No
17734,2345,24,Bangalore,Afternoon,Weekend,Chinese,Breakfast,Mid-range,573,Yes,88,12,3,No,Happy,High,Partner,Yes
17735,1104,35,Delhi,Morning,Weekend,Chinese,Snacks,Mid-range,159,Yes,41,12,3,Yes,Stressed,Medium,Family,Yes
17736,4198,32,Hyderabad,Night,Weekend,North Indian,Breakfast,Premium,619,No,76,7,1,No,Lazy,High,Alone,Yes
17737,4955,44,Chandigarh,Morning,Weekend,Biryani,Lunch,Mid-range,617,Yes,78,2,5,No,Celebrating,Low,Alone,Yes
17738,4234,21,Mumbai,Afternoon,Weekend,Desserts,Dinner,Premium,580,No,66,11,4,No,Lazy,Low,Alone,No
